rule	category	count	pct	examples
m g → ṃ g	anusvāra / nasal	63	2.15	haridattastu taṃ śukaṃ gṛhītvā putrāya samarpayāmāsa śukaṃ+gṛhītvā · sa ca adhītavidyaḥ pitṛpracchannavṛttyā deśāntaraṃ gatvā bhāgīrathītīre tapaḥ kṛtavān antaram→deśāntaraṃ +gatvā · tato yāvatsā tāṃ sārikāṃ galamoṭanapūrvaṃ vināśayati tāvaduḍḍīya yayau sārikāṃ+gala · yadi te kautukaṃ subhru parārthaṃ gaccha sundari artham→parārthaṃ +gaccha
m ś → ṃ ś	anusvāra / nasal	62	2.11	taṃ haridattaṃ kuputraduḥkhena pīḍitaṃ dṛṣṭvā tasya sakhā trivikramanāmā dvijaḥ svagṛhato nītinipuṇaṃ śukaṃ sārikāṃ ca gṛhītvā tadgṛhe gatvā prāha sakhe haridatta enaṃ śukaṃ sapatnīkaṃ putravattvaṃ paripālaya enaṃ+śukaṃ · taṃ haridattaṃ kuputraduḥkhena pīḍitaṃ dṛṣṭvā tasya sakhā trivikramanāmā dvijaḥ svagṛhato nītinipuṇaṃ śukaṃ sārikāṃ ca gṛhītvā tadgṛhe gatvā prāha sakhe haridatta enaṃ śukaṃ sapatnīkaṃ putravattvaṃ paripālaya nipuṇam→nītinipuṇaṃ +śukaṃ · haridattastu taṃ śukaṃ gṛhītvā putrāya samarpayāmāsa taṃ+śukaṃ · sā ca śukavacanaṃ śakunamiti kṛtvā prahasya tamāha he śukarāja narāntarāsvādaṃ vijñātuṃ pracalitāsmi vacanam→śukavacanaṃ +śakunam
m y → ṃ y	anusvāra / nasal	62	2.11	sa ca tapasvī krodhākulitanetraḥ yāvadūrdhvaṃ paśyati tāvattatkrodhāgninā bhasmībhūtāṃ balākāṃ bhūmau patitāṃ dṛṣṭvā balākāṃ dagdhvā nārāyaṇadvijagṛhe bhikṣārthaṃ yayau artham→bhikṣārthaṃ +yayau · sa ca pracchannapātakajñānādbhīto vismitaśca preṣitaśca tayā dharmavyādhapārśva vārāṇasīṃ nagarīṃ yayau nagarīṃ+yayau · tatra raktāktahastaṃ yamapratibhaṃ māṃsavikrayaṃ vidadhānaṃ taṃ dṛṣṭvā dṛśāmantaḥsthitaḥ hastam→raktāktahastaṃ +yama · nijānvayapraṇītaṃ yaḥ samyagdharmaṃ niṣevate praṇītam→nijānvayapraṇītaṃ +yaḥ
aḥ n → o n	visarga	61	2.08	tatra vikramaseno nāma rājā babhūva vikramaseno+nāma · tasminnagare haridatto nāma śreṣṭhī tasya bhāryā śṛṅgārasundarīnāmnī haridatto+nāma · svabhartṛśuśrūṣāparayā tatpatnyā kopābhiviṣṭo nirbhartsitaḥ satpakṣihāyam uktaśca nāhaṃ balākeva tvatkopasthānam abhiviṣṭaḥ→kopābhiviṣṭo +nirbhartsitaḥ · pitṛśuśrūṣako nityaṃ jantuḥ sādhāraṇaśca yaḥ śuśrūṣakaḥ→pitṛśuśrūṣako +nityaṃ
m t → ṃ t	anusvāra / nasal	61	2.08	kumārgacāriṇaṃ taṃ kuputraṃ dṛṣṭvā tatpitā haridattaḥ sapatnīkaḥ atīva duḥkhitaḥ saṃjātaḥ cāriṇam→kumārgacāriṇaṃ +taṃ · tatra raktāktahastaṃ yamapratibhaṃ māṃsavikrayaṃ vidadhānaṃ taṃ dṛṣṭvā dṛśāmantaḥsthitaḥ vidadhānaṃ+taṃ · tayoktam kulastrīṇāṃ naitadyujyate paraṃ yattavāgre pratipannaṃ tatkaromi pratipannaṃ+tat · sā tathaiva samaṃ tābhirdvitīyo 'hni niśāmukhe samaṃ+tābhiḥ
ā a → ā	vowel coalescence	60	2.04	sa ca tapasvī krodhākulitanetraḥ yāvadūrdhvaṃ paśyati tāvattatkrodhāgninā bhasmībhūtāṃ balākāṃ bhūmau patitāṃ dṛṣṭvā balākāṃ dagdhvā nārāyaṇadvijagṛhe bhikṣārthaṃ yayau bhikṣā+artham→bhikṣārthaṃ · ahaṃ sāpi ca evaṃ jñāninau tvaṃ ca nijapitarau parityajya bhramanmādṛśāṃ na sambhāṣaṇārhaḥ sā+api→sāpi · sā ca śukavacanaṃ śakunamiti kṛtvā prahasya tamāha he śukarāja narāntarāsvādaṃ vijñātuṃ pracalitāsmi pracalitā+asmi→pracalitāsmi · evaṃ śukoktaṃ śrutvā yadā sā kautukākulacetasā nijagṛha āsīnāsti tadā śukaḥ kathāṃ prāha asti candrāvatī puraḥ āsīnā+asti→āsīnāsti
aḥ a → o '	visarga	58	1.98	atha śukaḥ sā yaśodevī ekāṃ śunīṃ bhojanādyairāvarjayitvā ābharaṇāni paridhāyātmanā sārdhaṃ gṛhītvā śaśiprabhāpārśve gatvā tāṃ vijane sagadgadā jagādāhaṃ ca tvaṃ ca iyaṃ ca pūrvabhave bhaginyo 'bhūvan bhaginyo+'bhūvan · tato dvayormadhyānna ko 'pi dhūrtetarayorvyaktiṃ jānāti ko+'pi · patito brāhmaṇo 'narthe viṣakanyāvivāhane brāhmaṇo+'narthe · sā ca rājño 'tīva vallabhā rājño+'tīva
ḥ t → s t	visarga	50	1.7	madanavinodastu atīvaviṣayāsaktaḥ kuputraḥ pituḥ śikṣāṃ na śṛṇoti madanavinodaḥ+tu→madanavinodastu · haridattastu taṃ śukaṃ gṛhītvā putrāya samarpayāmāsa haridattaḥ+tu→haridattastu · pitroste duḥkhinorduḥkhātpatatyaśrucayo bhuvi pitroḥ+te→pitroste · tadbhāryā dharmaśīlānāmnī putrastu devaśarmā putraḥ+tu→putrastu
m j → ṃ j	anusvāra / nasal	43	1.47	tadanantaraṃ sa ca vyādhaṃ jñānakāraṇaṃ papraccha kathaṃ satī jñānavatī kathaṃ ca tvaṃ jñānavān vyādhaṃ+jñāna · tadanantaraṃ sa ca vyādhaṃ jñānakāraṇaṃ papraccha kathaṃ satī jñānavatī kathaṃ ca tvaṃ jñānavān tvaṃ+jñānavān · pitṛśuśrūṣako nityaṃ jantuḥ sādhāraṇaśca yaḥ nityaṃ+jantuḥ · ahaṃ sāpi ca evaṃ jñāninau tvaṃ ca nijapitarau parityajya bhramanmādṛśāṃ na sambhāṣaṇārhaḥ evaṃ+jñāninau
aḥ a → o a	visarga	41	1.4	sā tathaiva samaṃ tābhirdvitīyo 'hni niśāmukhe dvitīyaḥ→tābhirdvitīyo +'hni · tāṃ dhanasenasuto vīranāmā dṛṣṭvā sakāmaḥ san jvarapīḍito 'bhūt pīḍitaḥ→jvarapīḍito +'bhūt · prasādadhanadānairvaśīkṛto 'khilo 'pi parijanavargaḥ vaśīkṛtaḥ→prasādadhanadānairvaśīkṛto +'khilo · atha satyavimalo 'pi dvāramāgataḥ kuṭilājñayā dvārapālena niṣiddhaḥ vimalaḥ→satyavimalo +'pi
m bh → ṃ bh	anusvāra / nasal	40	1.36	sa ca tapasvī krodhākulitanetraḥ yāvadūrdhvaṃ paśyati tāvattatkrodhāgninā bhasmībhūtāṃ balākāṃ bhūmau patitāṃ dṛṣṭvā balākāṃ dagdhvā nārāyaṇadvijagṛhe bhikṣārthaṃ yayau balākāṃ+bhūmau · vyādhena svāgatapraśnapūrvakaṃ svagṛhaṃ nītvā nijapitarau sabhaktikaṃ bhojayitvā paścāttasya bhojanaṃ dattam bhaktikam→sabhaktikaṃ +bhojayitvā · yadi nāsti tadā parābhavapadaṃ bhaviṣyasi padam→parābhavapadaṃ +bhaviṣyasi · sasambhramā jagādedaṃ kimidaṃ bhāṣitaṃ śukaḥ idam→kimidaṃ +bhāṣitaṃ
aḥ v → o v	visarga	35	1.19	sa ca pracchannapātakajñānādbhīto vismitaśca preṣitaśca tayā dharmavyādhapārśva vārāṇasīṃ nagarīṃ yayau bhītaḥ→pracchannapātakajñānādbhīto +vismitaḥ · evamuktaḥ sa brāhmaṇo vinayaparaṃ vyādhaṃ papraccha brāhmaṇo+vinaya · tābhyāmapi adhikataro vācābandhaḥ supuruṣasya adhikataro+vācā · tāṃ dhanasenasuto vīranāmā dṛṣṭvā sakāmaḥ san jvarapīḍito 'bhūt sutaḥ→dhanasenasuto +vīra
s s → ḥ s	consonant / other	35	1.19	tataḥ sa mohanaḥ kathitavelopari nāgataḥ kiṃcit kāryādivaiyagryeṇa tataḥ+sa · tato bahiḥsthaḥ phutkaroti vañcito 'haṃ dhūrtarājena bahis+sthaḥ→bahiḥsthaḥ · tataḥ somaśarmā varārthaṃ bhuvaṃ paryaṭan samprāpto dvijasthānaṃ janasthānaṃ nāma tataḥ+somaśarmā · tataḥ sa viḍambitaḥ sacivena tataḥ+sa
ḥ c → ś c	visarga	32	1.09	madanavinodena śayanamandire svarṇapañjarasthaḥ sthāpitaḥ paripoṣitaśca paripoṣitaḥ+ca→paripoṣitaśca · svabhartṛśuśrūṣāparayā tatpatnyā kopābhiviṣṭo nirbhartsitaḥ satpakṣihāyam uktaśca nāhaṃ balākeva tvatkopasthānam uktaḥ+ca→uktaśca · sa ca pracchannapātakajñānādbhīto vismitaśca preṣitaśca tayā dharmavyādhapārśva vārāṇasīṃ nagarīṃ yayau vismitaḥ+ca→vismitaśca · sa ca pracchannapātakajñānādbhīto vismitaśca preṣitaśca tayā dharmavyādhapārśva vārāṇasīṃ nagarīṃ yayau preṣitaḥ+ca→preṣitaśca
a u → o	vowel coalescence	32	1.09	tasminkāle kayācit balākayā uḍḍīyamānayā tadaṅgopari purīṣotsargaḥ kṛtaḥ purīṣa+utsargaḥ→purīṣotsargaḥ · tena vyādhenoktam vyādhena+uktam→vyādhenoktam · tenoktam tena+uktam→tenoktam · evaṃ śukoktaṃ śrutvā yadā sā kautukākulacetasā nijagṛha āsīnāsti tadā śukaḥ kathāṃ prāha asti candrāvatī puraḥ śuka+uktam→śukoktaṃ
aḥ m → o m	visarga	25	0.85	tatputro madanavinodanāmā babhūva putraḥ→tatputro +madanavinoda · athaikadā rahasi śuko madanaṃ prāha śuko+madanaṃ · mṛto mṛta iti jñātvā kṣaṇātsneho nivartate mṛto+mṛta · tatkṣaṇāt haṭṭāni muktvā vaṇiksārtho militvā ārakṣikamantrimukhyānāṃ purataḥ phūccakre sārthaḥ→vaṇiksārtho +militvā
a e → ai	vowel coalescence	25	0.85	athaikadā rahasi śuko madanaṃ prāha atha+ekadā→athaikadā · tayoktam kulastrīṇāṃ naitadyujyate paraṃ yattavāgre pratipannaṃ tatkaromi na+etat→naitadyujyate · śukaḥ sā āgacchanneva svapatiriti jñātvā taṃ kacagrahaṃ pragṛhyaivamuvāca he śaṭha sarvadā tvamiti mamāgre jalpasi yanme tvāṃ vinā nānyā vallabhā asti pragṛhya+evam→pragṛhyaivamuvāca · anayā tu naiva na+eva→naiva
ā u → o	vowel coalescence	25	0.85	pūrṇayoktam tarhi manmataṃ naraṃ bhaja pūrṇayā+uktam→pūrṇayoktam · tayoktam kulastrīṇāṃ naitadyujyate paraṃ yattavāgre pratipannaṃ tatkaromi tayā+uktam→tayoktam · tayoktam na yāsyāmi tayā+uktam→tayoktam · tayoktam tvameva kathaya tayā+uktam→tayoktam
ḥ c → Ø c	visarga	23	0.78	sa ca adhītavidyaḥ pitṛpracchannavṛttyā deśāntaraṃ gatvā bhāgīrathītīre tapaḥ kṛtavān sa+ca · sa ca tapasvī krodhākulitanetraḥ yāvadūrdhvaṃ paśyati tāvattatkrodhāgninā bhasmībhūtāṃ balākāṃ bhūmau patitāṃ dṛṣṭvā balākāṃ dagdhvā nārāyaṇadvijagṛhe bhikṣārthaṃ yayau sa+ca · sa ca pracchannapātakajñānādbhīto vismitaśca preṣitaśca tayā dharmavyādhapārśva vārāṇasīṃ nagarīṃ yayau sa+ca · tadanantaraṃ sa ca vyādhaṃ jñānakāraṇaṃ papraccha kathaṃ satī jñānavatī kathaṃ ca tvaṃ jñānavān sa+ca
m b → ṃ b	anusvāra / nasal	23	0.78	sa ca tapasvī krodhākulitanetraḥ yāvadūrdhvaṃ paśyati tāvattatkrodhāgninā bhasmībhūtāṃ balākāṃ bhūmau patitāṃ dṛṣṭvā balākāṃ dagdhvā nārāyaṇadvijagṛhe bhikṣārthaṃ yayau bhasmībhūtāṃ+balākāṃ · svabhartṛśuśrūṣāparayā tatpatnyā kopābhiviṣṭo nirbhartsitaḥ satpakṣihāyam uktaśca nāhaṃ balākeva tvatkopasthānam aham→nāhaṃ +balākā · tadbhāryādvayaṃ bahumānadānādinā saṃtoṣya svecchayā bhuṅkte dvayam→tadbhāryādvayaṃ +bahu · dhigimāṃ brāhmaṇīṃ paratreha ca duḥkhadāṃ muñca śīghram imām→dhigimāṃ +brāhmaṇīṃ
m r → ṃ r	anusvāra / nasal	23	0.78	tatra sudhano nāma mohanaśreṣṭhisutaḥ tannagaravāsino haridattasya kalatraṃ lakṣmīṃ rantumīhate lakṣmīṃ+rantum · tataḥ śaśiprabhā sakaṇṭhagrāhaṃ ruditvā prāha māmapi kalyāṇi puruṣāntareṇa yojaya grāham→sakaṇṭhagrāhaṃ +ruditvā · rājaputraṃ rājaputrīṃ pratāryaivaṃ ca bhāmini putram→rājaputraṃ +rāja · tasya ca patnīdvayaṃ subhagaṃ rūpasampannaṃ dṛṣṭvā kuṭilanāmā dhūrtastadbhāryādvayagrahaṇecchayā ambikāṃ devīmārādhya vimalarūpaṃ yayāce subhagaṃ+rūpa
aḥ bh → o bh	visarga	22	0.75	pitroste duḥkhinorduḥkhātpatatyaśrucayo bhuvi cayaḥ→duḥkhinorduḥkhātpatatyaśrucayo +bhuvi · tasmādvaṇigdharmaṃ svakulodbhavaṃ smara pitrośca vinayaparo bhava paraḥ→vinayaparo +bhava · evamuktaḥ sa madanaḥ pitarau namaskṛtya tadanujñāto bhāryāṃ cāpṛcchya pravahaṇam adhirūḍhavān gato deśāntaram anujñātaḥ→tadanujñāto +bhāryāṃ · duḥkhopasarpaṇīyāśca rājāno bhujagā iva rājāno+bhujagā
aḥ y → o y	visarga	21	0.72	yāvatprayāti tāvatpathi eko yuvā vāgmī surūpaḥ śūraśca viṣṇunāmā brāhmaṇo militaḥ eko+yuvā · sa parābhavamāpnoti govindo brāhmaṇo yathā brāhmaṇo+yathā · rogairgrahair nṛpairgrasto yo na vetti jaḍakriyaḥ grastaḥ→nṛpairgrasto +yo · tvaṃ punarvikramādityo yathārtho 'si parantapa vikramādityaḥ→punarvikramādityo +yathārtho
aḥ d → o d	visarga	20	0.68	evamuktaḥ sa madanaḥ pitarau namaskṛtya tadanujñāto bhāryāṃ cāpṛcchya pravahaṇam adhirūḍhavān gato deśāntaram gato+deśa · yo dānaṃ kuryātsa bhavetsarvasampadāṃ sthānam yo+dānaṃ · arthibhyo dīyatāṃ nityamadātuḥ phalamīdṛśam arthibhyo+dīyatāṃ · sa ca rājaśekharo dravyādidānatoṣitaḥ sakhīyamiti kṛtvā na nivārayāmāsa rājaśekharo+dravya
ā i → e	vowel coalescence	19	0.65	svabhartṛśuśrūṣāparayā tatpatnyā kopābhiviṣṭo nirbhartsitaḥ satpakṣihāyam uktaśca nāhaṃ balākeva tvatkopasthānam balākā+iva→balākeva · sthirībhūya tvayā paścāt śrāvyeyaṃ mahatī kathā śrāvyā+iyam→śrāvyeyaṃ · prasannayā ca tayetyuktam yattvaṃ yācase tatkaromi tayā+iti→tayetyuktam · tatputrī rūpaudāryaguṇopetā viṣakanyeti vijñātābhūt viṣakanyā+iti→viṣakanyeti
ḥ a → ḥ '	visarga	19	0.65	tāṃ dhanasenasuto vīranāmā dṛṣṭvā sakāmaḥ san jvarapīḍito 'bhūt pīḍitaḥ+'bhūt · atha satyavimalo 'pi dvāramāgataḥ kuṭilājñayā dvārapālena niṣiddhaḥ vimalaḥ+'pi · rājanvañcito 'smi dhūrtarājena vañcitaḥ+'smi · eṣa rājā ā bālyātsevito 'pi mayi viparīto babhūva sevitaḥ+'pi
e a → e '	vowel coalescence	18	0.61	asādhyaṃ sādhyate kasya kāle 'smin atitheraho kāle+'smin · khidyante 'tīva manasi api prāṇapradāyinaḥ khidyante+'tīva · na bahirna gṛhaṃ rājaṃstathā te 'pi bhaviṣyati te+'pi · yadi te 'sti sakhī yāhi śṛṅgārīva sahāyinī te+'sti
ḥ a → r a	visarga	17	0.58	tataḥ kṣaṇaṃ sthitvā sveṣṭadevatāṃ hṛdi smṛtvā tāmbūlaṃ pragṛhya yāvaccalitā tāvat śukaḥ prāha siddhirastu siddhiḥ+astu→siddhirastu · kiñca tadā gamyatā yadi viparīte samāyāte sati tava buddhirasti buddhiḥ+asti→buddhirasti · buddhirasti yadaiṣā te vraja subhru parāntikam buddhiḥ+asti→buddhirasti · viṣṇurapi tāṃ gṛhītvā govindaṃ dharṣitavān viṣṇuḥ+api→viṣṇurapi
i a → y a	vowel coalescence	17	0.58	sā āha suhṛdāṃ sādhvasādhvapi śrotavyameva ityanujñātaḥ śukaḥ āha asti nandanaṃ nāma nagaram iti+anujñātaḥ→ityanujñātaḥ · śukaḥ kathayatyasti viśālā nagarī kathayati+asti→kathayatyasti · iyaṃ rājñī na spṛśati hyasmānmatsyānmahāsatī hi+asmān→hyasmānmatsyānmahāsatī · śukaḥ astyatra jayantī nāma nagarī asti+atra→astyatra
t a → d a	consonant / other	16	0.55	yato bālakādapi hitaṃ vākyaṃ grāhyam bālakāt+api→bālakādapi · govindaḥ pṛṣṭhastho mārgāsanne grāme gatvā phūtkṛtavān yadanena caureṇa mama bhāryā gṛhītā yat+anena→yadanena · dvīpādanyasmādapi madhyādapi jalanidherdiśo 'pyantāt dvīpāt+anyasmāt→dvīpādanyasmādapi · dvīpādanyasmādapi madhyādapi jalanidherdiśo 'pyantāt madhyāt+api→madhyādapi
ḥ m → Ø m	visarga	15	0.51	sa gṛhī sa muniḥ sādhuḥ sa ca yogī sa dhārmikaḥ sa+muniḥ · evamuktaḥ sa madanaḥ pitarau namaskṛtya tadanujñāto bhāryāṃ cāpṛcchya pravahaṇam adhirūḍhavān gato deśāntaram sa+madanaḥ · tataḥ sa mohanaḥ kathitavelopari nāgataḥ kiṃcit kāryādivaiyagryeṇa sa+mohanaḥ · śuka sa matsyahāsyavyatikaro rājñā jñāto na veti sa+matsya
a i → e	vowel coalescence	15	0.51	tatastāsāṃ vacanena puruṣāntarasya guṇacandrasaṃjñasya ramaṇāya śṛṅgāraṃ vidhāya yāvatpracalitā tāvatsārikayā mā gacchetyādivacanairnirbhartsitā gaccha+iti→gacchetyādivacanairnirbhartsitā · tataḥ kṣaṇaṃ sthitvā sveṣṭadevatāṃ hṛdi smṛtvā tāmbūlaṃ pragṛhya yāvaccalitā tāvat śukaḥ prāha siddhirastu sva+iṣṭadevatām→sveṣṭadevatāṃ · sasambhramā jagādedaṃ kimidaṃ bhāṣitaṃ śukaḥ jagāda+idam→jagādedaṃ · śukaḥ yadi prabhāvati adya na yāsi tadā kathayāmi ityukte sā āha kathayeti kathaya+iti→kathayeti
aḥ b → o b	visarga	15	0.51	adyāpi nojhati haraḥ kila kālakūṭaṃ kūrmo bibharti dharaṇīṃ khalu cātmapṛṣṭhe kūrmo+bibharti · patito brāhmaṇo 'narthe viṣakanyāvivāhane patito+brāhmaṇo · madīyāṃ ca bhāryāmeṣa pathiko mārge dṛṣṭvā grahilo babhūva grahilo+babhūva · sa parābhavamāpnoti govindo brāhmaṇo yathā govindo+brāhmaṇo
aḥ r → o r	visarga	15	0.51	tatputro rājaśekharaḥ putraḥ→tatputro +rājaśekharaḥ · tatra sudarśano rājā sudarśano+rājā · jātaḥ kolāhalo 'khilalokavyavahāranāśakaro rājñaścāpavādaḥ karaḥ→'khilalokavyavahāranāśakaro +rājñaḥ · itarastu dhūrto rājñā nirvāsitaḥ dhūrto+rājñā
