rule	category	count	pct	examples
ḥ c → ś c	visarga	20	1.83	yakṣaścakre janakatanayāsnānapuṇyodakeṣu snigdhachāyātaruṣu vasatiṃ rāmagiryāśrameṣu yakṣaḥ+cakre→yakṣaścakre · adreḥ śṛṅgaṃ harati pavanaḥ kiṃsvid ityunmukhībhir dṛṣṭotsāhaś cakitacakitaṃ mugdhasiddhāṅganābhiḥ utsāhaḥ→dṛṣṭotsāhaś +cakita · tīropāntastanitasubhagaṃ pāsyasi svādu yasmāt sabhrūbhaṅgaṃ mukham iva payo vetravatyāś calormi vetravatyāś+cala · pādanyāsaiḥ kvaṇitaraśanās tatra līlāvadhūtai ratnacchāyākhacitavalibhiś cāmaraiḥ klāntahastāḥ valibhiḥ→ratnacchāyākhacitavalibhiś +cāmaraiḥ
m d → ṃ d	anusvāra / nasal	20	1.83	āṣāḍhasya prathamadivase meghamāśliṣṭasānuṃ vaprakrīḍāpariṇatagajaprekṣaṇīyaṃ dadarśa prekṣaṇīyam→vaprakrīḍāpariṇatagajaprekṣaṇīyaṃ +dadarśa · tvāṃ cāvaśyaṃ divasagaṇanātatparām ekapatnīm avyāpannām avihatagatir drakṣyasi bhrātṛjāyām avaśyam→cāvaśyaṃ +divasa · sthānād asmāt sarasaniculād utpatodaṅmukhaḥ khaṃ diṅnāgānāṃ pathi pariharan sthūlahastāvalepān khaṃ+diṅnāgānāṃ · revāṃ drakṣyasyupalaviṣame vindhyapāde viśīrṇāṃ bhakticchedair iva viracitāṃ bhūtim aṅge gajasya revāṃ+drakṣyasi
t a → d a	consonant / other	20	1.83	sthānād asmāt sarasaniculād utpatodaṅmukhaḥ khaṃ diṅnāgānāṃ pathi pariharan sthūlahastāvalepān sthānād+asmāt · vakraḥ panthā yadapi bhavataḥ prasthitasyottarāśāṃ saudhotsaṅgapraṇayavimukho mā sma bhūr ujjayinyāḥ yat+api→yadapi · pradyotasya priyaduhitaraṃ vatsarājo 'tra jahre haimaṃ tāladrumavanam abhūd atra tasyaiva rājñaḥ abhūd+atra · apyanyasmiñjaladhara mahākālam āsādya kāle sthātavyaṃ te nayanaviṣayaṃ yāvad atyeti bhānuḥ yāvad+atyeti
i a → y a	vowel coalescence	16	1.46	ityautsukyādaparigaṇayan guhyakastaṃ yayāce kāmārtā hi prakṛtikṛpaṇāścetanācetaneṣu iti+autsukyāt→ityautsukyādaparigaṇayan · āśābandhaḥ kusumasadṛśaṃ prāyaśo hyaṅganānāṃ sadyaḥ pāti praṇayi hṛdayaṃ viprayoge ruṇaddhi hi+aṅganānām→hyaṅganānāṃ · tvām āsārapraśamitavanopaplavaṃ sādhu mūrdhnā vakṣyaty adhvaśramaparigataṃ sānumān āmrakūṭaḥ vakṣyaty+adhva · nūnaṃ yāsyaty amaramithunaprekṣaṇīyām avasthāṃ madhye śyāmaḥ stana iva bhuvaḥ śeṣavistārapāṇḍuḥ yāsyaty+amara
m ś → ṃ ś	anusvāra / nasal	13	1.19	prāpyāvantīn udayanakathākovidagrāmavṛddhān pūrvoddiṣṭām upasara purīṃ śrīviśālāṃ viśālām purīṃ+śrī · svalpībhūte sucaritaphale svargiṇāṃ gāṃ gatānāṃ śeṣaiḥ puṇyair hṛtam iva divaḥ kāntimat khaṇḍam ekam gatānāṃ+śeṣaiḥ · kurvan saṃdhyābalipaṭahatāṃ śūlinaḥ ślāghanīyām āmandrāṇāṃ phalam avikalaṃ lapsyase garjitānām paṭahatām→saṃdhyābalipaṭahatāṃ +śūlinaḥ · nṛttārambhe hara paśupater ārdranāgājinecchāṃ śāntodvegastimitanayanaṃ dṛṣṭabhaktir bhavānyā icchām→ārdranāgājinecchāṃ +śānta
m c → ṃ c	anusvāra / nasal	12	1.1	mandaṃ mandaṃ nudati pavanaścānukūlo yathā tvāṃ vāmaścāyaṃ nadati madhuraṃ cātakaste sagandhaḥ madhuraṃ+cātakaḥ · khinnaḥ khinnaḥ śikhariṣu padaṃ nyasya gantāsi yatra kṣīṇaḥ kṣīṇaḥ parilaghu payaḥ srotasāṃ copabhujya srotasāṃ+ca · dṛṣṭvā yasyāṃ vipaṇiracitān vidrumāṇāṃ ca bhaṅgān saṃlakṣyante salilanidhayas toyamātrāvaśeṣāḥ vidrumāṇāṃ+ca · tāṃ kasyāṃcid bhavanavalabhau suptapārāvatāyāṃ nītvā rātriṃ ciravilasanāt khinnavidyutkalatraḥ rātriṃ+cira
ḥ m → r m	visarga	12	1.1	dhūtodyānaṃ kuvalayarajogandhibhir gandhavatyās toyakrīḍāniratayuvatisnānatiktair marudbhiḥ tiktaiḥ→toyakrīḍāniratayuvatisnānatiktair +marudbhiḥ · ārādhyainaṃ śaravaṇabhavaṃ devam ullaṅghitādhvā siddhadvandvair jalakaṇabhayād vīṇibhir muktamārgaḥ vīṇibhir+mukta · āsīnānāṃ surabhitaśilaṃ nābhigandhair mṛgāṇāṃ tasyā eva prabhavam acalaṃ prāpya gauraṃ tuṣāraiḥ gandhaiḥ→nābhigandhair +mṛgāṇāṃ · mandākinyāḥ salilaśiśiraiḥ sevyamānā marudbhir mandārāṇām anutaṭaruhāṃ chāyayā vāritoṣṇāḥ marudbhir+mandārāṇām
m g → ṃ g	anusvāra / nasal	11	1.01	kartuṃ yacca prabhavati mahīm ucchilīndhrām avandhyāṃ tacchrutvā te śravaṇasubhagaṃ garjitaṃ mānasotkāḥ subhagam→śravaṇasubhagaṃ +garjitaṃ · jagdhvāraṇyeṣv adhikasurabhiṃ gandham āghrāya corvyāḥ sāraṅgās te jalalavamucaḥ sūcayiṣyanti mārgam surabhim→adhikasurabhiṃ +gandham · teṣāṃ dikṣu prathitavidiśālakṣaṇāṃ rājadhānīṃ gatvā sadyaḥ phalam avikalaṃ kāmukatvasya labdhā rājadhānīṃ+gatvā · nīcairākhyaṃ girim adhivases tatra viśrāmahetos tvatsamparkāt pulakitam iva prauḍhapuṣpaiḥ kadambaiḥ nīcairākhyaṃ+girim
ḥ n → r n	visarga	11	1.01	pāṇḍucchāyopavanavṛtayaḥ ketakaiḥ sūcibhinnair nīḍārambhair gṛhabalibhujām ākulagrāmacaityāḥ bhinnaiḥ→sūcibhinnair +nīḍa · yaḥ puṇyastrīratiparimalodgāribhir nāgarāṇām uddāmāni prathayati śilāveśmabhir yauvanāni udgāribhiḥ→puṇyastrīratiparimalodgāribhir +nāgarāṇām · rakṣāhetor navaśaśibhṛtā vāsavīnāṃ camūnām atyādityaṃ hutavahamukhe saṃbhṛtaṃ taddhi tejaḥ hetoḥ→rakṣāhetor +navaśaśibhṛtā · dhautāpāṅgaṃ haraśaśirucā pāvakes taṃ mayūraṃ paścād adrigrahaṇagurubhir garjitair nartayethāḥ garjitair+nartayethāḥ
aḥ v → o v	visarga	11	1.01	tīropāntastanitasubhagaṃ pāsyasi svādu yasmāt sabhrūbhaṅgaṃ mukham iva payo vetravatyāś calormi payo+vetravatyāś · prasthānaṃ te kathamapi sakhe lambamānasya bhāvi jñātāsvādo vivṛtajaghanāṃ ko vihātuṃ samarthaḥ ko+vihātuṃ · prasthānaṃ te kathamapi sakhe lambamānasya bhāvi jñātāsvādo vivṛtajaghanāṃ ko vihātuṃ samarthaḥ āsvādaḥ→jñātāsvādo +vivṛta · nīcair vāsyaty upajigamiṣor devapūrvaṃ giriṃ te śīto vāyuḥ pariṇamayitā kānanodumbarāṇām śīto+vāyuḥ
i ā → y ā	vowel coalescence	10	0.91	yakṣaścakre janakatanayāsnānapuṇyodakeṣu snigdhachāyātaruṣu vasatiṃ rāmagiryāśrameṣu rāmagiri+āśrameṣu→rāmagiryāśrameṣu · tvayyāyattaṃ kṛṣiphalam iti bhrūvikārān abhijñaiḥ prītisnigdhairjanapadavadhūlocanaiḥ pīyamānaḥ tvayi+āyattam→tvayyāyattaṃ · channopāntaḥ pariṇataphaladyotibhiḥ kānanāmrais tvayy ārūḍhe śikharam acalaḥ snigdhaveṇīsavarṇe tvayy+ārūḍhe · tvayy āsanne pariṇataphalaśyāmajambūvanāntāḥ sampatsyante katipayadinasthāyihaṃsā daśārṇāḥ tvayy+āsanne
ḥ a → r a	visarga	10	0.91	gantavyā te vasatir alakā nāma yakṣeśvarāṇāṃ bāhyodyānasthitaharaśiraścandrikādhautaharmyā vasatir+alakā · yena śyāmaṃ vapur atitarāṃ kāntim āpatsyate te barheṇeva sphuritarucinā gopaveṣasya viṣṇoḥ vapur+atitarāṃ · nīpaṃ dṛṣṭvā haritakapiśaṃ kesarair ardharūḍhair āvirbhūtaprathamamukulāḥ kandalīś cānukaccham kesarair+ardha · tasmin kāle nayanasalilaṃ yoṣitāṃ khaṇḍitānāṃ śāntiṃ neyaṃ praṇayibhir ato vartma bhānos tyajāśu praṇayibhir+ato
aḥ m → o m	visarga	10	0.91	āsāreṇa tvam api śamayes tasya naidāgham agniṃ sadbhāvārdraḥ phalati na cireṇopakāro mahatsu upakāraḥ→cireṇopakāro +mahatsu · vakraḥ panthā yadapi bhavataḥ prasthitasyottarāśāṃ saudhotsaṅgapraṇayavimukho mā sma bhūr ujjayinyāḥ vimukhaḥ→saudhotsaṅgapraṇayavimukho +mā · saudāmanyā kanakanikaṣasnigdhayā darśayorvīṃ toyotsargastanitamukharo mā ca bhūr viklavāstāḥ mukharaḥ→toyotsargastanitamukharo +mā · śobhām adreḥ stimitanayanaprekṣaṇīyāṃ bhavitrīm aṃsanyaste sati halabhṛto mecake vāsasīva halabhṛto+mecake
ḥ v → r v	visarga	10	0.91	tasyās tiktair vanagajamadair vāsitaṃ vāntavṛṣṭir jambūkuñjapratihatarayaṃ toyam ādāya gaccheḥ tiktair+vana · tasyās tiktair vanagajamadair vāsitaṃ vāntavṛṣṭir jambūkuñjapratihatarayaṃ toyam ādāya gaccheḥ madaiḥ→vanagajamadair +vāsitaṃ · vidyuddāmasphuritacakitais tatra paurāṅganānāṃ lolāpāṅgair yadi na ramase locanair vañcito 'si locanair+vañcito · saudāmanyā kanakanikaṣasnigdhayā darśayorvīṃ toyotsargastanitamukharo mā ca bhūr viklavāstāḥ bhūr+viklavāḥ
m r → ṃ r	anusvāra / nasal	9	0.82	yakṣaścakre janakatanayāsnānapuṇyodakeṣu snigdhachāyātaruṣu vasatiṃ rāmagiryāśrameṣu vasatiṃ+rāmagiri · āpṛcchasva priyasakham amuṃ tuṅgam āliṅgya śailaṃ vandyaiḥ puṃsāṃ raghupatipadairaṅkitaṃ mekhalāsu puṃsāṃ+raghupati · teṣāṃ dikṣu prathitavidiśālakṣaṇāṃ rājadhānīṃ gatvā sadyaḥ phalam avikalaṃ kāmukatvasya labdhā lakṣaṇām→prathitavidiśālakṣaṇāṃ +rājadhānīṃ · gacchantīnāṃ ramaṇavasatiṃ yoṣitāṃ tatra naktaṃ ruddhāloke narapatipathe sūcibhedyais tamobhiḥ naktaṃ+ruddha
m j → ṃ j	anusvāra / nasal	9	0.82	jātaṃ vaṃśe bhuvanavidite puṣkarāvartakānāṃ jānāmi tvāṃ prakṛtipuruṣaṃ kāmarūpaṃ maghonaḥ puṣkarāvartakānāṃ+jānāmi · tvayy ādātuṃ jalam avanate śārṅgiṇo varṇacaure tasyāḥ sindhoḥ pṛthum api tanuṃ dūrabhāvāt pravāham ādātuṃ+jalam · brahmāvartaṃ janapadam atha chāyayā gāhamānaḥ kṣetraṃ kṣatrapradhanapiśunaṃ kauravaṃ tad bhajethāḥ brahmāvartaṃ+janapadam · tasmād gaccher anu kanakhalaṃ śailarājāvatīrṇāṃ jahnoḥ kanyāṃ sagaratanayasvargasopānapaṅktim avatīrṇām→śailarājāvatīrṇāṃ +jahnoḥ
aḥ y → o y	visarga	9	0.82	kaḥ saṃnaddhe virahavidhurāṃ tvayyupekṣeta jāyāṃ na syādanyo 'pyahamiva jano yaḥ parādhīnavṛttiḥ jano+yaḥ · mandaṃ mandaṃ nudati pavanaścānukūlo yathā tvāṃ vāmaścāyaṃ nadati madhuraṃ cātakaste sagandhaḥ anukūlaḥ→pavanaścānukūlo +yathā · kāle kāle bhavati bhavato yasya saṃyogametya snehavyaktiściravirahajaṃ muñcato bāṣpamuṣṇam bhavato+yasya · atrodbhrāntaḥ kila nalagiriḥ stambham utpāṭya darpād ity āgantūn ramayati jano yatra bandhūn abhijñaḥ jano+yatra
ḥ i → Ø i	visarga	9	0.82	nūnaṃ yāsyaty amaramithunaprekṣaṇīyām avasthāṃ madhye śyāmaḥ stana iva bhuvaḥ śeṣavistārapāṇḍuḥ stana+iva · yatra strīṇāṃ harati surataglānim aṅgānukūlaḥ śiprāvātaḥ priyatama iva prārthanācāṭukāraḥ priyatama+iva · tasyāḥ pātuṃ suragaja iva vyomni paścārdhalambī tvaṃ ced acchasphaṭikaviśadaṃ tarkayes tiryag ambhaḥ gajaḥ→suragaja +iva · nirhrādas te muraja iva cet kandareṣu dhvaniḥ syāt saṃgītārtho nanu paśupates tatra bhāvī samagraḥ muraja+iva
u a → v a	vowel coalescence	9	0.82	jagdhvāraṇyeṣv adhikasurabhiṃ gandham āghrāya corvyāḥ sāraṅgās te jalalavamucaḥ sūcayiṣyanti mārgam araṇyeṣu→jagdhvāraṇyeṣv +adhika · harmyeṣv asyāḥ kusumasurabhiṣv adhvakhedaṃ nayethā lakṣmīṃ paśyaṃl lalitavanitāpādarāgāṅkiteṣu harmyeṣv+asyāḥ · harmyeṣv asyāḥ kusumasurabhiṣv adhvakhedaṃ nayethā lakṣmīṃ paśyaṃl lalitavanitāpādarāgāṅkiteṣu surabhiṣu→kusumasurabhiṣv +adhva · sabhrūbhaṅgaprahitanayanaiḥ kāmilakṣyeṣv amoghais tasyārambhaś caturavanitāvibhramair eva siddhaḥ lakṣyeṣu→kāmilakṣyeṣv +amoghais
a e → ai	vowel coalescence	9	0.82	pradyotasya priyaduhitaraṃ vatsarājo 'tra jahre haimaṃ tāladrumavanam abhūd atra tasyaiva rājñaḥ tasya+eva→tasyaiva · ārādhyainaṃ śaravaṇabhavaṃ devam ullaṅghitādhvā siddhadvandvair jalakaṇabhayād vīṇibhir muktamārgaḥ ārādhya+enam→ārādhyainaṃ · tāṃ jānīthāḥ parimitakathāṃ jīvitaṃ me dvitīyaṃ dūrībhūte mayi sahacare cakravākīm ivaikām iva+ekām→ivaikām · sambhogaṃ vā hṛdayanihitārambham āsvādayantī prāyeṇaite ramaṇaviraheṣv aṅganānāṃ vinodāḥ prāyeṇa+ete→prāyeṇaite
i u → y u	vowel coalescence	8	0.73	kaḥ saṃnaddhe virahavidhurāṃ tvayyupekṣeta jāyāṃ na syādanyo 'pyahamiva jano yaḥ parādhīnavṛttiḥ tvayi+upekṣeta→tvayyupekṣeta · revāṃ drakṣyasyupalaviṣame vindhyapāde viśīrṇāṃ bhakticchedair iva viracitāṃ bhūtim aṅge gajasya drakṣyasi+upala→drakṣyasyupalaviṣame · nīcair vāsyaty upajigamiṣor devapūrvaṃ giriṃ te śīto vāyuḥ pariṇamayitā kānanodumbarāṇām vāsyaty+upajigamiṣor · arhasy enaṃ śamayitum alaṃ vāridhārāsahasrair āpannārtipraśamanaphalāḥ saṃpado hy uttamānām hy+uttamānām
m h → ṃ h	anusvāra / nasal	8	0.73	adreḥ śṛṅgaṃ harati pavanaḥ kiṃsvid ityunmukhībhir dṛṣṭotsāhaś cakitacakitaṃ mugdhasiddhāṅganābhiḥ śṛṅgaṃ+harati · yatra strīṇāṃ harati surataglānim aṅgānukūlaḥ śiprāvātaḥ priyatama iva prārthanācāṭukāraḥ strīṇāṃ+harati · tasyāḥ kiṃcit karadhṛtam iva prāptavānīraśākhaṃ hṛtvā nīlaṃ salilavasanaṃ muktarodhonitambam śākham→prāptavānīraśākhaṃ +hṛtvā · rakṣāhetor navaśaśibhṛtā vāsavīnāṃ camūnām atyādityaṃ hutavahamukhe saṃbhṛtaṃ taddhi tejaḥ ādityam→atyādityaṃ +hutavaha
t v → d v	consonant / other	8	0.73	ratnacchāyāvyatikara iva prekṣyametatpurastād valmīkāgrāt prabhavati dhanuḥkhaṇḍam ākhaṇḍalasya purastāt→prekṣyametatpurastād +valmīkāgrāt · sadyaḥ sīrotkaṣaṇasurabhi kṣetram āruhya mālaṃ kiṃcit paścād vraja laghugatir bhūya evottareṇa paścād+vraja · ārādhyainaṃ śaravaṇabhavaṃ devam ullaṅghitādhvā siddhadvandvair jalakaṇabhayād vīṇibhir muktamārgaḥ bhayāt→jalakaṇabhayād +vīṇibhir · nāpy anyasmāt praṇayakalahād viprayogopapattir vitteśānāṃ na ca khalu vayo yauvanād anyad asti kalahāt→praṇayakalahād +viprayoga
m bh → ṃ bh	anusvāra / nasal	8	0.73	revāṃ drakṣyasyupalaviṣame vindhyapāde viśīrṇāṃ bhakticchedair iva viracitāṃ bhūtim aṅge gajasya viśīrṇāṃ+bhakticchedair · revāṃ drakṣyasyupalaviṣame vindhyapāde viśīrṇāṃ bhakticchedair iva viracitāṃ bhūtim aṅge gajasya viracitāṃ+bhūtim · jyotirlekhāvalayi galitaṃ yasya barhaṃ bhavānī putrapremṇā kuvalayadalaprāpi karṇe karoti barhaṃ+bhavānī · tatra vyaktaṃ dṛṣadi caraṇanyāsam ardhendumauleḥ śaśvat siddhair upacitabaliṃ bhaktinamraḥ parīyāḥ balim→upacitabaliṃ +bhakti
ḥ ā → r ā	visarga	8	0.73	nīpaṃ dṛṣṭvā haritakapiśaṃ kesarair ardharūḍhair āvirbhūtaprathamamukulāḥ kandalīś cānukaccham rūḍhaiḥ→ardharūḍhair +āvirbhūta · nṛttārambhe hara paśupater ārdranāgājinecchāṃ śāntodvegastimitanayanaṃ dṛṣṭabhaktir bhavānyā paśupater+ārdra · arhasy enaṃ śamayitum alaṃ vāridhārāsahasrair āpannārtipraśamanaphalāḥ saṃpado hy uttamānām sahasraiḥ→vāridhārāsahasrair +āpanna · netrā nītāḥ satatagatinā yadvimānāgrabhūmīr ālekhyānāṃ salilakaṇikādoṣam utpādya sadyaḥ bhūmīḥ→yadvimānāgrabhūmīr +ālekhyānāṃ
