rule	category	count	pct	examples
m s → ṃ s	anusvāra / nasal	17	1.73	sadvṛttayaḥ sadasadarthavivekino ye te paśya kīdṛśam amuṃ samudāharanti amuṃ+samudāharanti · tad vaidagdhyaṃ samucitapayastoyatattvaṃ vivektuṃ saṃlāpās te sa ca mṛdupadanyāsahṛdyo vilāsaḥ vaidagdhyaṃ+samucita · tad vaidagdhyaṃ samucitapayastoyatattvaṃ vivektuṃ saṃlāpās te sa ca mṛdupadanyāsahṛdyo vilāsaḥ vivektuṃ+saṃlāpās · uccair uccaratu ciraṃ cirī vartmani taruṃ samāruhya taruṃ+samāruhya
a u → o	vowel coalescence	16	1.63	nanv āśrayasthitir iyaṃ tava kālakūṭa kenottarottaraviśiṣṭapadopadiṣṭā kena+uttara→kenottarottaraviśiṣṭapadopadiṣṭā · pātaḥ pūṣṇo bhavati mahate nopatāpāya yasmāt kāle prāpte ka iha na yayur yānti yāsyanti vāstam na+upatāpāya→nopatāpāya · pathi nipatitāṃ śūnye dṛṣṭvā nirāvaraṇānāṃ navadadhighaṭīṃ garvonnaddhaḥ samuddhurakandharaḥ garva+unnaddhaḥ→garvonnaddhaḥ · sanmūlaḥ prathitonnatir ghanalasacchāyaḥ sthitaḥ satpathe sevyaḥ sadbhir itīdam ākalayatā tālo 'dhvagenāśritaḥ prathita+unnatiḥ→prathitonnatir
ḥ a → r a	visarga	16	1.63	ravir asāv iyatāsya guṇeṣu kā sakalalokacamatkṛtiṣu kṣatiḥ ravir+asāv · grathitaḥ eṣa mithaḥ kṛtaśṛṅkhalair viṣadharair adhiruhya mahājaḍaḥ viṣadharair+adhiruhya · malayajaḥ sumanobhir anāśrito yad ata eva phalena viyujyate sumanobhir+anāśrito · labdhaṃ cirād amṛtavat kim amṛtyave syād dīrghaṃ rasāyanavad āyur api pradadyāt āyur+api
m n → ṃ n	anusvāra / nasal	14	1.43	śāradāṃ śāradāmbhodasitasiṃhāsanāṃ namaḥ siṃhāsanām→śāradāmbhodasitasiṃhāsanāṃ +namaḥ · tṛṣṇe tvām anubadhnatā phalam iyatprāptaṃ janenāmunā yaḥ spṛṣṭo na padā sa eva caraṇau spraṣṭuṃ na saṃmanyate spraṣṭuṃ+na · pañcāsyapāṇipavipañjarapātapīḍāṃ na kroṣṭukaḥ śvaśiśuhuṅkṛtinaṣṭaceṣṭaḥ pīḍām→pañcāsyapāṇipavipañjarapātapīḍāṃ +na · itthaṃ niścitavān asi bhramara he yad vāraṇo 'dyāpy asā antaḥśūnyakaro niṣeyata iti bhrātaḥ ka eṣa grahaḥ itthaṃ+niścitavān
aḥ a → o a	visarga	14	1.43	prāg arṇavasya hṛdaye vṛṣalakṣmaṇo 'tha kaṇṭhe 'dhunā vasasi vāci punaḥ khalānām lakṣmaṇaḥ→vṛṣalakṣmaṇo +'tha · atyunnativyasaninaḥ śiraso 'dhunaiṣa svasyaiva cātakaśiśuḥ praṇayaṃ vidhattām śiraso+adhunā · itthaṃ niścitavān asi bhramara he yad vāraṇo 'dyāpy asā antaḥśūnyakaro niṣeyata iti bhrātaḥ ka eṣa grahaḥ vāraṇo+adya · śaṅkho 'sthiśeṣaḥ sphuṭito mṛto vā procchvāsyate 'nyaśvasitena satyam śaṅkho+asthi
ḥ c → ś c	visarga	14	1.43	so 'pūrvaḥ rasanāviparyayavidhistat karṇayoś cāpalaṃ dṛṣṭiḥ sā madavismṛtasvaparadik kiṃ bhūyasoktena vā karṇayoś+cāpalaṃ · nijasamucitās tās tāś ceṣṭā vikāraśatākulo yadi na kurute kākaḥ kāṇaḥ kadā nu kariṣyati tāś+ceṣṭā · ihaikaś cūḍālo hy ajani kalaśād yasya sakalaiḥ pipāsor ambhobhiś culukam api no bhartum aśakaḥ ambhobhiś+culukam · ihaikaś cūḍālo hy ajani kalaśād yasya sakalaiḥ pipāsor ambhobhiś culukam api no bhartum aśakaḥ ekaḥ→ihaikaś +cūḍālo
aḥ y → o y	visarga	13	1.33	kāco maṇir maṇiḥ kāco yeṣāṃ te 'nye hi dehinaḥ kāco+yeṣāṃ · santi te sudhiyo yeṣāṃ kācaḥ kāco maṇir maṇiḥ sudhiyo+yeṣāṃ · sadvṛttayaḥ sadasadarthavivekino ye te paśya kīdṛśam amuṃ samudāharanti vivekinaḥ→sadasadarthavivekino +ye · nijasamucitās tās tāś ceṣṭā vikāraśatākulo yadi na kurute kākaḥ kāṇaḥ kadā nu kariṣyati ākulaḥ→vikāraśatākulo +yadi
ā a → ā	vowel coalescence	13	1.33	ravir asāv iyatāsya guṇeṣu kā sakalalokacamatkṛtiṣu kṣatiḥ iyatā+asya→iyatāsya · pātaḥ pūṣṇo bhavati mahate nopatāpāya yasmāt kāle prāpte ka iha na yayur yānti yāsyanti vāstam vā+astam→vāstam · paṅktau viśantu gaṇitāḥ pratilomavṛttyā pūrve bhaveyur iyatāpy athavā traperan iyatā+api→iyatāpy · saṃtoṣaḥ kim aśaktatā kim athavā tasminn asaṃbhāvanā lobho vāyam utānavasthitir iyaṃ pradveṣa evāthavā vā+ayam→vāyam
m d → ṃ d	anusvāra / nasal	13	1.33	so 'pūrvaḥ rasanāviparyayavidhistat karṇayoś cāpalaṃ dṛṣṭiḥ sā madavismṛtasvaparadik kiṃ bhūyasoktena vā cāpalaṃ+dṛṣṭiḥ · kiṃ dīrghadīrgheṣu guṇeṣu padma siteṣvavacchādanakāraṇaṃ te kiṃ+dīrgha · tvanmūle puruṣāyuṣaṃ gatam idaṃ dehena saṃśuṣyatā kṣodīyāṃsam api kṣaṇaṃ param ataḥ śaktiḥ kutaḥ prāṇitum idaṃ+dehena · sādhūtpātaghanaugha sādhu sudhiyā dhyeyaṃ dharāyām idaṃ ko 'nyaḥ kartum alaṃ tavaiva ghaṭate karmedṛśaṃ duṣkaram īdṛśam→karmedṛśaṃ +duṣkaram
ḥ n → r n	visarga	13	1.33	na paṅkād udbhūtir na jalasahavāsavyasanitā vapur digdhaṃ kāntyā sthalanalinaratnadyutimuṣā udbhūtir+na · daṃṣṭrākoṭiviṣolkayā pratikṛtaṃ tasya prahartur na cet kiṃ tenaiva saha svayaṃ na lavaśo yātāḥ stha bho bhoginaḥ prahartur+na · nairāśyātiśayātimātranibhṛtair niḥśvasya yad dṛśyase tṛṣyadbhiḥ pathikaiḥ kiyat tadadhikaṃ syād aurvadāhād ataḥ nibhṛtaiḥ→nairāśyātiśayātimātranibhṛtair +niḥśvasya · dūre kasyacid eṣa ko 'py akṛtadhīr naivāsya vetty antaraṃ mānī ko 'pi na yācate mṛgayate ko 'py alpam alpāśayaḥ dhīḥ→akṛtadhīr +na
aḥ n → o n	visarga	12	1.22	tṛṣṇe tvām anubadhnatā phalam iyatprāptaṃ janenāmunā yaḥ spṛṣṭo na padā sa eva caraṇau spraṣṭuṃ na saṃmanyate spṛṣṭo+na · gate tasmin bhānau tribhuvanasamunmeṣavirahavyathāṃ candro neṣyaty anucitam ato nāsty asadṛśam candro+na · kiṃ tūccaraty eva hi so 'sya śabdaḥ śrāvyo na yo yo na sadarthaśaṃsī śrāvyo+na · kiṃ tūccaraty eva hi so 'sya śabdaḥ śrāvyo na yo yo na sadarthaśaṃsī yo+na
e a → e '	vowel coalescence	11	1.12	kāco maṇir maṇiḥ kāco yeṣāṃ te 'nye hi dehinaḥ te+'nye · prāg arṇavasya hṛdaye vṛṣalakṣmaṇo 'tha kaṇṭhe 'dhunā vasasi vāci punaḥ khalānām kaṇṭhe+'dhunā · nanv evam eva sumaṇe luṭa yāvadāyus tvaṃ me jagatprasahane 'tra kathāśarīram prasahane+'tra · naiko 'rthitāni dadann arthijanāya khinno gṛhṇañ jarattṛṇalavaṃ tu na lajjate 'nyaḥ lajjate+'nyaḥ
a e → ai	vowel coalescence	11	1.12	atyunnativyasaninaḥ śiraso 'dhunaiṣa svasyaiva cātakaśiśuḥ praṇayaṃ vidhattām svasya+eva→svasyaiva · asyaitad icchati yadi pratatāsu dikṣu tāḥ svacchaśītamadhurāḥ kva nu nāma nāpaḥ asya+etat→asyaitad · daṃṣṭrākoṭiviṣolkayā pratikṛtaṃ tasya prahartur na cet kiṃ tenaiva saha svayaṃ na lavaśo yātāḥ stha bho bhoginaḥ tena+eva→tenaiva · ihaikaś cūḍālo hy ajani kalaśād yasya sakalaiḥ pipāsor ambhobhiś culukam api no bhartum aśakaḥ iha+ekaḥ→ihaikaś
aḥ m → o m	visarga	10	1.02	caurā ivātimṛdavo mahatāṃ kavīnām arthāntarāṇy api haṭhād vitaranti śabdāḥ mṛdavaḥ→ivātimṛdavo +mahatāṃ · kāco maṇir maṇiḥ kāco yeṣāṃ te 'nye hi dehinaḥ kāco+maṇir · santi te sudhiyo yeṣāṃ kācaḥ kāco maṇir maṇiḥ kāco+maṇir · nṛtyantaḥ śikhino manoharam amī śrāvyaṃ paṭhantaḥ śukā vīkṣyante na ta eva khalviha ruṣā vāryanta evāthavā śikhino+manoharam
m g → ṃ g	anusvāra / nasal	10	1.02	māne necchati vārayaty upaśame kṣmām ālikhantyāṃ hriyāṃ svātantrye parivṛtya tiṣṭhati karau vyādhūya dhairyaṃ gate dhairyaṃ+gate · pathi nipatitāṃ śūnye dṛṣṭvā nirāvaraṇānāṃ navadadhighaṭīṃ garvonnaddhaḥ samuddhurakandharaḥ ghaṭīm→navadadhighaṭīṃ +garva · tvanmūle puruṣāyuṣaṃ gatam idaṃ dehena saṃśuṣyatā kṣodīyāṃsam api kṣaṇaṃ param ataḥ śaktiḥ kutaḥ prāṇitum āyuṣam→puruṣāyuṣaṃ +gatam · maulau sanmaṇayo gṛhaṃ giriguhā tyāgitvam ātmatvaco niryatnopanataś caiva vṛttir anilair ekatra caryedṛśī gṛhaṃ+giri
m c → ṃ c	anusvāra / nasal	10	1.02	gate tasmin bhānau tribhuvanasamunmeṣavirahavyathāṃ candro neṣyaty anucitam ato nāsty asadṛśam vyathām→tribhuvanasamunmeṣavirahavyathāṃ +candro · idaṃ cetastāpaṃ janayatitarām atra yad amī pradīpāḥ saṃjātās timirahatibaddhodhuraśikhāḥ idaṃ+cetas · uccair uccaratu ciraṃ cirī vartmani taruṃ samāruhya ciraṃ+cirī · yat kiṃcanānucitam apy ucitānuvṛtti kiṃ candanasya na kṛtaṃ kusumaṃ phalaṃ vā kiṃ+candanasya
m m → ṃ m	anusvāra / nasal	10	1.02	āstāṃ tāvad baka yadi tathā vetthi kiṃcicchlathāṃsas tūṣṇīm evāsitum api sakhe tvaṃ kathaṃ me na haṃsaḥ kathaṃ+me · sarvāsāṃ trijagaty apām iyam asāv ādhāratā tāvakī prollāso 'yam athāmbudhe 'mbunilaye seyaṃ mahāsattvatā iyam→seyaṃ +mahā · nanv evam eva sumaṇe luṭa yāvadāyus tvaṃ me jagatprasahane 'tra kathāśarīram tvaṃ+me · dūre kasyacid eṣa ko 'py akṛtadhīr naivāsya vetty antaraṃ mānī ko 'pi na yācate mṛgayate ko 'py alpam alpāśayaḥ antaraṃ+mānī
m y → ṃ y	anusvāra / nasal	10	1.02	vyadhāsyad durvedhā hṛdayalaghimānaṃ yadi na te tvam evaiko lakṣmyāḥ paramam abhaviṣyaḥ padam iha laghimānam→hṛdayalaghimānaṃ +yadi · etat phalaṃ yad ayam adhvagaśāpadagdhaḥ stabdhaḥ khalaḥ phalati varṣaśatena tālaḥ phalaṃ+yad · nodvegaṃ yadi yāsi yady avahitaḥ karṇaṃ dadāsi kṣaṇaṃ tvāṃ pṛcchāmi yad ambudhe kimapi tanniścitya dehyuttaram udvegam→nodvegaṃ +yadi · ye jātyā laghavaḥ sadaiva gaṇanāṃ yātā na ye kutracit padbhyām eva vimarditāḥ pratidinaṃ bhūmau nilīnāś ciram gaṇanāṃ+yātā
ḥ i → r i	visarga	9	0.92	nanv āśrayasthitir iyaṃ tava kālakūṭa kenottarottaraviśiṣṭapadopadiṣṭā sthitiḥ→āśrayasthitir +iyaṃ · paṅktau viśantu gaṇitāḥ pratilomavṛttyā pūrve bhaveyur iyatāpy athavā traperan bhaveyur+iyatā · saṃtoṣaḥ kim aśaktatā kim athavā tasminn asaṃbhāvanā lobho vāyam utānavasthitir iyaṃ pradveṣa evāthavā anavasthitiḥ→utānavasthitir +iyaṃ · sanmūlaḥ prathitonnatir ghanalasacchāyaḥ sthitaḥ satpathe sevyaḥ sadbhir itīdam ākalayatā tālo 'dhvagenāśritaḥ sadbhir+iti
ḥ e → Ø e	visarga	9	0.92	tṛṣṇe tvām anubadhnatā phalam iyatprāptaṃ janenāmunā yaḥ spṛṣṭo na padā sa eva caraṇau spraṣṭuṃ na saṃmanyate sa+eva · dantāntakuntamukhasaṃtatapātaghātasaṃtāḍitonnatagirir gaja eva vetti gaja+eva · itthaṃ niścitavān asi bhramara he yad vāraṇo 'dyāpy asā antaḥśūnyakaro niṣeyata iti bhrātaḥ ka eṣa grahaḥ ka+eṣa · saṃtoṣaḥ kim aśaktatā kim athavā tasminn asaṃbhāvanā lobho vāyam utānavasthitir iyaṃ pradveṣa evāthavā pradveṣa+eva
t v → d v	consonant / other	8	0.82	caurā ivātimṛdavo mahatāṃ kavīnām arthāntarāṇy api haṭhād vitaranti śabdāḥ haṭhād+vitaranti · sadvṛttayaḥ sadasadarthavivekino ye te paśya kīdṛśam amuṃ samudāharanti sat+vṛttayaḥ→sadvṛttayaḥ · ghanasaṃtamasamalīmasadaśadiśi niśi yad virājasi tad anyat yad+virājasi · itthaṃ niścitavān asi bhramara he yad vāraṇo 'dyāpy asā antaḥśūnyakaro niṣeyata iti bhrātaḥ ka eṣa grahaḥ yad+vāraṇo
m j → ṃ j	anusvāra / nasal	8	0.82	tṛṣṇe tvām anubadhnatā phalam iyatprāptaṃ janenāmunā yaḥ spṛṣṭo na padā sa eva caraṇau spraṣṭuṃ na saṃmanyate prāptam→iyatprāptaṃ +janena · idaṃ cetastāpaṃ janayatitarām atra yad amī pradīpāḥ saṃjātās timirahatibaddhodhuraśikhāḥ tāpam→cetastāpaṃ +janayati · kiṃ jāto 'si catuṣpathe ghanatarachāyo 'si kiṃ chāyayā saṃnaddhaḥ phalito 'si kiṃ phalabharaiḥ pūrṇo 'si kiṃ saṃnataḥ kiṃ+jāto · asyātyantam abhājanasya jaladāraṇyoṣarasyāpi kiṃ jātā paśya punaḥ punar eva paruṣā saivāsya dagdhā chaviḥ kiṃ+jātā
u a → v a	vowel coalescence	8	0.82	asyaitad icchati yadi pratatāsu dikṣu tāḥ svacchaśītamadhurāḥ kva nu nāma nāpaḥ su+accha→svacchaśītamadhurāḥ · āstāṃ khalv anurūpayā saphalayā puṣpaśriyā durvidhe sambandho 'nanurūpayāpi na kṛtaḥ kiṃ candanasya tvayā khalv+anurūpayā · paśyāmaḥ kim ayaṃ prapatsyata iti svalpābhrasiddhakriyair darpād dūram upekṣitena balavat karmeritair mantribhiḥ su+alpa→svalpābhrasiddhakriyair · sarvasyaupayikāni yāni katicit kṣetrāṇi tatrāśaniḥ sarvān aupayikeṣu dagdhasikatāraṇyeṣv apāṃ vṛṣṭayaḥ araṇyeṣu→dagdhasikatāraṇyeṣv +apāṃ
i e → y e	vowel coalescence	8	0.82	pānthastrīgṛham iṣṭalābhakathanāllabdhānvayenāmunā sampratyetad anargalaṃ balibhujā māyāvinā bhujyate samprati+etat→sampratyetad · astyeva tān paśyati ced anāryā trasteva lakṣmīr na padaṃ vidhatte asti+eva→astyeva · kiṃ tūccaraty eva hi so 'sya śabdaḥ śrāvyo na yo yo na sadarthaśaṃsī uccarati→tūccaraty +eva · nāsty eva hi tvadadhiropaṇapuṇyabījasaubhāgyayogyam iha kasyacid uttamāṅgam asti→nāsty +eva
m ś → ṃ ś	anusvāra / nasal	7	0.71	śāradāṃ śāradāmbhodasitasiṃhāsanāṃ namaḥ śāradāṃ+śārada · pathi nipatitāṃ śūnye dṛṣṭvā nirāvaraṇānāṃ navadadhighaṭīṃ garvonnaddhaḥ samuddhurakandharaḥ nipatitāṃ+śūnye · āvarjitālikulaṃkṛtir mūrchitāni kiṃ śiñjitāni bhavataḥ kṣayam eva kartum kiṃ+śiñjitāni · trailokyādbhutam īdṛśaṃ tu caritaṃ śeṣasya yenāpi sā pronmṛjyeva nivartitā viṣadharajñāteyadurvṛttitā caritaṃ+śeṣasya
ḥ i → Ø i	visarga	7	0.71	caurā ivātimṛdavo mahatāṃ kavīnām arthāntarāṇy api haṭhād vitaranti śabdāḥ caurā+iva · pātaḥ pūṣṇo bhavati mahate nopatāpāya yasmāt kāle prāpte ka iha na yayur yānti yāsyanti vāstam ka+iha · santo 'py asanta iva cet pratibhānti bhānor bhāsāvṛte nabhasi śītamayūkhamukhyāḥ asanta+iva · khadyota iti kīṭasya nāma tuṣṭena kenacit khadyota+iti
ḥ m → r m	visarga	7	0.71	kāco maṇir maṇiḥ kāco yeṣāṃ te 'nye hi dehinaḥ maṇir+maṇiḥ · santi te sudhiyo yeṣāṃ kācaḥ kāco maṇir maṇiḥ maṇir+maṇiḥ · paśyāmaḥ kim ayaṃ prapatsyata iti svalpābhrasiddhakriyair darpād dūram upekṣitena balavat karmeritair mantribhiḥ īritaiḥ→karmeritair +mantribhiḥ · janair mahattayā nīto yo na pūrvair na cāparaḥ janair+mahā
i u → y u	vowel coalescence	7	0.71	māne necchati vārayaty upaśame kṣmām ālikhantyāṃ hriyāṃ svātantrye parivṛtya tiṣṭhati karau vyādhūya dhairyaṃ gate vārayaty+upaśame · atyunnativyasaninaḥ śiraso 'dhunaiṣa svasyaiva cātakaśiśuḥ praṇayaṃ vidhattām ati+unnati→atyunnativyasaninaḥ · yat kiṃcanānucitam apy ucitānuvṛtti kiṃ candanasya na kṛtaṃ kusumaṃ phalaṃ vā apy+ucita · nodvegaṃ yadi yāsi yady avahitaḥ karṇaṃ dadāsi kṣaṇaṃ tvāṃ pṛcchāmi yad ambudhe kimapi tanniścitya dehyuttaram dehi+uttaram→dehyuttaram
aḥ api → o 'py	visarga	7	0.71	santo 'py asanta iva cet pratibhānti bhānor bhāsāvṛte nabhasi śītamayūkhamukhyāḥ santo+'py · dūre kasyacid eṣa ko 'py akṛtadhīr naivāsya vetty antaraṃ mānī ko 'pi na yācate mṛgayate ko 'py alpam alpāśayaḥ ko+'py · dūre kasyacid eṣa ko 'py akṛtadhīr naivāsya vetty antaraṃ mānī ko 'pi na yācate mṛgayate ko 'py alpam alpāśayaḥ ko+'py · parārthe yaḥ pīḍām anubhavati bhaṅge 'pi madhuro yadīyaḥ sarveṣām iha khalu vikāro 'py abhimataḥ vikāro+'py
api a → 'py a	consonant / other	7	0.71	santo 'py asanta iva cet pratibhānti bhānor bhāsāvṛte nabhasi śītamayūkhamukhyāḥ 'py+asanta · sūryād anyatra yaccandre 'py arthāsaṃsparśi tat kṛtam 'py+artha · dūre kasyacid eṣa ko 'py akṛtadhīr naivāsya vetty antaraṃ mānī ko 'pi na yācate mṛgayate ko 'py alpam alpāśayaḥ 'py+a · dūre kasyacid eṣa ko 'py akṛtadhīr naivāsya vetty antaraṃ mānī ko 'pi na yācate mṛgayate ko 'py alpam alpāśayaḥ 'py+alpam
ā e → ai	vowel coalescence	7	0.71	asyātyantam abhājanasya jaladāraṇyoṣarasyāpi kiṃ jātā paśya punaḥ punar eva paruṣā saivāsya dagdhā chaviḥ sā+eva→saivāsya · etās tā niravagrahograkarabhollīḍhārdharūḍhāḥ punaḥ śamyo bhrāmyasi mūḍha nirmaruti kiṃ mithyaiva martuṃ marau mithyā+eva→mithyaiva · ye jātyā laghavaḥ sadaiva gaṇanāṃ yātā na ye kutracit padbhyām eva vimarditāḥ pratidinaṃ bhūmau nilīnāś ciram sadā+eva→sadaiva · bhūyāṃsy asya mukhāni nāma viditaivāste mahāprāṇatā kadravāḥ satprasavo 'yam atra kupite cintyaṃ yathedaṃ jagat viditā+eva→viditaivāste
ḥ a → ḥ '	visarga	6	0.61	prāg arṇavasya hṛdaye vṛṣalakṣmaṇo 'tha kaṇṭhe 'dhunā vasasi vāci punaḥ khalānām lakṣmaṇaḥ+'tha · kiṃ jāto 'si catuṣpathe ghanatarachāyo 'si kiṃ chāyayā saṃnaddhaḥ phalito 'si kiṃ phalabharaiḥ pūrṇo 'si kiṃ saṃnataḥ chāyaḥ+'si · naiko 'rthitāni dadann arthijanāya khinno gṛhṇañ jarattṛṇalavaṃ tu na lajjate 'nyaḥ ekaḥ+'rthitāni · niḥsārāḥ sutarāṃ laghuprakṛtayo yogyā na kārye kvacicchuṣyanto 'dya jarattṛṇādyavayavāḥ prāptāḥ svatantreṇa ye śuṣyantaḥ+'dya
aḥ v → o v	visarga	6	0.61	tad vaidagdhyaṃ samucitapayastoyatattvaṃ vivektuṃ saṃlāpās te sa ca mṛdupadanyāsahṛdyo vilāsaḥ hṛdyaḥ→mṛdupadanyāsahṛdyo +vilāsaḥ · śaṅkho 'sthiśeṣaḥ sphuṭito mṛto vā procchvāsyate 'nyaśvasitena satyam mṛto+vā · saṃtoṣaḥ kim aśaktatā kim athavā tasminn asaṃbhāvanā lobho vāyam utānavasthitir iyaṃ pradveṣa evāthavā lobho+vā · na samprāpto vṛddhiṃ sa yadi bhṛśam akṣetrapatitaḥ kim ikṣor doṣo 'yaṃ na punar aguṇāyā marubhuvaḥ samprāpto+vṛddhiṃ
