id	type	question	answer	choices	verdict_refs	source_dataset
ZOD-0011	classify-verdict	In the dictionaries, are अर्वन्त् (arvant) and अर्वत् (arvat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:53553:at_only	dcs-nominal-class-split
ZOD-0012	classify-verdict	In the dictionaries, are विषुवन्त् (viṣuvant) and विषुवत् (viṣuvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:139503:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0013	classify-verdict	In the dictionaries, are गरुत्मन्त् (garutmant) and गरुत्मत् (garutmat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:130130:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0014	classify-verdict	In the dictionaries, are जाम्बवन्त् (jāmbavant) and जाम्बवत् (jāmbavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:88779:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0015	classify-verdict	In the dictionaries, are सत्यवन्त् (satyavant) and सत्यवत् (satyavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:16749:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0016	classify-verdict	In the dictionaries, are वियन्त् (viyant) and वियत् (viyat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:123160:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0017	classify-verdict	In the dictionaries, are दन्त् (dant) and दत् (dat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:215971:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0018	classify-verdict	In the dictionaries, are माल्यवन्त् (mālyavant) and माल्यवत् (mālyavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:79524:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0019	classify-verdict	In the dictionaries, are प्रवन्त् (pravant) and प्रवत् (pravat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:155544:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0020	classify-verdict	In the dictionaries, are रुमण्वन्त् (rumaṇvant) and रुमण्वत् (rumaṇvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:71808:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0021	classify-verdict	In the dictionaries, are केतुमन्त् (ketumant) and केतुमत् (ketumat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:4416:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0022	classify-verdict	In the dictionaries, are भानुमन्त् (bhānumant) and भानुमत् (bhānumat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:49456:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0023	classify-verdict	In the dictionaries, are इरावन्त् (irāvant) and इरावत् (irāvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:63759:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0024	classify-verdict	In the dictionaries, are वाघन्त् (vāghant) and वाघत् (vāghat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:76015:at_only	dcs-nominal-class-split
ZOD-0025	classify-verdict	In the dictionaries, are कक्षीवन्त् (kakṣīvant) and कक्षीवत् (kakṣīvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:522:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0026	classify-verdict	In the dictionaries, are मरुत्वन्त् (marutvant) and मरुत्वत् (marutvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:37032:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0027	classify-verdict	In the dictionaries, are भास्वन्त् (bhāsvant) and भास्वत् (bhāsvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:50045:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0028	classify-verdict	In the dictionaries, are सरस्वन्त् (sarasvant) and सरस्वत् (sarasvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:104110:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0029	classify-verdict	In the dictionaries, are यन्त् (yant) and यत् (yat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:213701:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0030	classify-verdict	In the dictionaries, are द्युतिमन्त् (dyutimant) and द्युतिमत् (dyutimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:90335:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0031	classify-verdict	In the dictionaries, are सात्वन्त् (sātvant) and सात्वत् (sātvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:112098:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0032	classify-verdict	In the dictionaries, are वेगवन्त् (vegavant) and वेगवत् (vegavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:142918:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0033	classify-verdict	In the dictionaries, are ज्योतिष्मन्त् (jyotiṣmant) and ज्योतिष्मत् (jyotiṣmat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:95352:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0034	classify-verdict	In the dictionaries, are संयन्त् (saṃyant) and संयत् (saṃyat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:42131:at_only	dcs-nominal-class-split
ZOD-0035	classify-verdict	In the dictionaries, are अष्ठीवन्त् (aṣṭhīvant) and अष्ठीवत् (aṣṭhīvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:60571:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0036	classify-verdict	In the dictionaries, are वेहन्त् (vehant) and वेहत् (vehat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:222197:at_only	dcs-nominal-class-split
ZOD-0037	classify-verdict	In the dictionaries, are शृङ्गवन्त् (śṛṅgavant) and शृङ्गवत् (śṛṅgavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:127275:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0038	classify-verdict	In the dictionaries, are नभस्वन्त् (nabhasvant) and नभस्वत् (nabhasvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:44083:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0039	classify-verdict	In the dictionaries, are हविष्मन्त् (haviṣmant) and हविष्मत् (haviṣmat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:109375:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0040	classify-verdict	In the dictionaries, are शरद्वन्त् (śaradvant) and शरद्वत् (śaradvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:116848:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0041	classify-verdict	In the dictionaries, are मूजवन्त् (mūjavant) and मूजवत् (mūjavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:136405:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0042	classify-verdict	In the dictionaries, are बन्धुमन्त् (bandhumant) and बन्धुमत् (bandhumat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:218833:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0043	classify-verdict	In the dictionaries, are संवन्त् (saṃvant) and संवत् (saṃvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:42263:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0044	classify-verdict	In the dictionaries, are मणिमन्त् (maṇimant) and मणिमत् (maṇimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:26981:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0045	classify-verdict	In the dictionaries, are वसुमन्त् (vasumant) and वसुमत् (vasumat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:75400:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0046	classify-verdict	In the dictionaries, are देववन्त् (devavant) and देववत् (devavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:86878:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0047	classify-verdict	In the dictionaries, are कीर्तिमन्त् (kīrtimant) and कीर्तिमत् (kīrtimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:23623:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0048	classify-verdict	In the dictionaries, are निवन्त् (nivant) and निवत् (nivat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:27998:at_only	dcs-nominal-class-split
ZOD-0049	classify-verdict	In the dictionaries, are त्रिजगन्त् (trijagant) and त्रिजगत् (trijagat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:83930:at_only	dcs-nominal-class-split
ZOD-0050	classify-verdict	In the dictionaries, are ककुद्मन्त् (kakudmant) and ककुद्मत् (kakudmat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:447:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0051	classify-verdict	In the dictionaries, are जाग्रन्त् (jāgrant) and जाग्रत् (jāgrat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:167413:at_only	dcs-nominal-class-split
ZOD-0052	classify-verdict	In the dictionaries, are उद्वन्त् (udvant) and उद्वत् (udvat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:219163:at_only	dcs-nominal-class-split
ZOD-0053	classify-verdict	In the dictionaries, are धृतिमन्त् (dhṛtimant) and धृतिमत् (dhṛtimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:43025:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0054	classify-verdict	In the dictionaries, are वपुष्मन्त् (vapuṣmant) and वपुष्मत् (vapuṣmat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:68897:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0055	classify-verdict	In the dictionaries, are स्थविमन्त् (sthavimant) and स्थविमत् (sthavimat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:103123:at_only	dcs-nominal-class-split
ZOD-0056	classify-verdict	In the dictionaries, are पुरीतन्त् (purītant) and पुरीतत् (purītat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:216783:at_only	dcs-nominal-class-split
ZOD-0057	classify-verdict	In the dictionaries, are ऋक्षवन्त् (ṛkṣavant) and ऋक्षवत् (ṛkṣavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:38811:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0058	classify-verdict	In the dictionaries, are उदन्वन्त् (udanvant) and उदन्वत् (udanvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:56301:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0059	classify-verdict	In the dictionaries, are राजिमन्त् (rājimant) and राजिमत् (rājimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:70566:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0060	classify-verdict	In the dictionaries, are श्रेणिमन्त् (śreṇimant) and श्रेणिमत् (śreṇimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:200214:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0061	classify-verdict	In the dictionaries, are अर्वावन्त् (arvāvant) and अर्वावत् (arvāvat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:219568:at_only	dcs-nominal-class-split
ZOD-0062	classify-verdict	In the dictionaries, are तत्रभवन्त् (tatrabhavant) and तत्रभवत् (tatrabhavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:95982:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0063	classify-verdict	In the dictionaries, are रश्मिमन्त् (raśmimant) and रश्मिमत् (raśmimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:69553:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0064	classify-verdict	In the dictionaries, are मुञ्जवन्त् (muñjavant) and मुञ्जवत् (muñjavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:137387:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0065	classify-verdict	In the dictionaries, are पुष्पवन्त् (puṣpavant) and पुष्पवत् (puṣpavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:145462:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0066	classify-verdict	In the dictionaries, are स्रवन्त् (sravant) and स्रवत् (sravat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:219585:at_only	dcs-nominal-class-split
ZOD-0067	classify-verdict	In the dictionaries, are श्रीमन्त् (śrīmant) and श्रीमत् (śrīmat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:40730:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0068	classify-verdict	In the dictionaries, are सानुमन्त् (sānumant) and सानुमत् (sānumat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:112338:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0069	classify-verdict	In the dictionaries, are वेणुमन्त् (veṇumant) and वेणुमत् (veṇumat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:142958:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0070	classify-verdict	In the dictionaries, are आवन्त् (āvant) and आवत् (āvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:170016:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0071	classify-verdict	In the dictionaries, are षट्पञ्चाशन्त् (ṣaṭpañcāśant) and षट्पञ्चाशत् (ṣaṭpañcāśat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:41741:at_only	dcs-nominal-class-split
ZOD-0072	classify-verdict	In the dictionaries, are रश्मिवन्त् (raśmivant) and रश्मिवत् (raśmivat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:69560:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0073	classify-verdict	In the dictionaries, are महिष्मन्त् (mahiṣmant) and महिष्मत् (mahiṣmat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:78069:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0074	classify-verdict	In the dictionaries, are शर्यणावन्त् (śaryaṇāvant) and शर्यणावत् (śaryaṇāvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:116062:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0075	classify-verdict	In the dictionaries, are गृहवन्त् (gṛhavant) and गृहवत् (gṛhavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:124310:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0076	classify-verdict	In the dictionaries, are शुक्तिमन्त् (śuktimant) and शुक्तिमत् (śuktimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:126267:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0077	classify-verdict	In the dictionaries, are शिल्पवन्त् (śilpavant) and शिल्पवत् (śilpavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:131998:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0078	classify-verdict	In the dictionaries, are संनतिमन्त् (saṃnatimant) and संनतिमत् (saṃnatimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:176624:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0079	classify-verdict	In the dictionaries, are धीमन्त् (dhīmant) and धीमत् (dhīmat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:42668:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0080	classify-verdict	In the dictionaries, are उपतपन्त् (upatapant) and उपतपत् (upatapat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:45005:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0081	classify-verdict	In the dictionaries, are चारुमन्त् (cārumant) and चारुमत् (cārumat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:51151:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0082	classify-verdict	In the dictionaries, are इन्दुमन्त् (indumant) and इन्दुमत् (indumat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:63440:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0083	classify-verdict	In the dictionaries, are दीप्तिमन्त् (dīptimant) and दीप्तिमत् (dīptimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:84776:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0084	classify-verdict	In the dictionaries, are गभस्तिमन्त् (gabhastimant) and गभस्तिमत् (gabhastimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:130079:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0085	classify-verdict	In the dictionaries, are काक्षीवन्त् (kākṣīvant) and काक्षीवत् (kākṣīvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:176583:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0086	classify-verdict	In the dictionaries, are पञ्चपञ्चाशन्त् (pañcapañcāśant) and पञ्चपञ्चाशत् (pañcapañcāśat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:206187:at_only	dcs-nominal-class-split
ZOD-0087	classify-verdict	In the dictionaries, are सदसन्त् (sadasant) and सदसत् (sadasat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:16875:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0088	classify-verdict	In the dictionaries, are परस्वन्त् (parasvant) and परस्वत् (parasvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:18683:one_lexeme_two_spellings	dcs-nominal-class-split
ZOD-0089	classify-verdict	In the dictionaries, are एकपञ्चाशन्त् (ekapañcāśant) and एकपञ्चाशत् (ekapañcāśat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:39243:at_only	dcs-nominal-class-split
ZOD-0090	classify-verdict	In the dictionaries, are अर्चिष्मन्त् (arciṣmant) and अर्चिष्मत् (arciṣmat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split:53068:one_lexeme_two_spellings	dcs-nominal-class-split
